intersection,run,north,east,south,west,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950
roundabout,8,38,38,38,38,0,5.4,7.882353,7.625,8.387096,11.45455,14.48649,16.425,17.37209,15.15385,15.75,17.37288,21.14545,18.94915,19.09375,21.05714,23.22368,26.64286,29.54545,29.80645,28.0597,27.16667,26.58904,25.64634,28.51136,29.77011,31.625,32.78261,32.87629,33.82692,36.82569,37.92308,41,42.52727,42.71552,44.40517,46.72034,47.73554,48.22222,45.97675,46.94656,49.78571,48.97692,48.99248,50.0292,48.98582,46.92567,47.34839,48,46.29878,48.06587,50.38235,52.64607,55.69189,59.05263,63.85492,66.385,67.4902,69.86207,71.67805,74.98048,77.01942,79.45071,80.47945,81.28829,82.63876,85.09649,85.87878,88.82127,90.61304,91.23729,91.44898,92.44898,92.92578,93.72414,95.46591,96.02573,97.40727,99.00359,101.4657,102.3879,104.0179,106.3546,108.032,106.979,109.1789,111.2931,113.7266,116.6111,116.4692,120.1399,121.6054,121.6601,123.0609,124.1994,125.0631
roundabout,9,42,42,42,42,0,4.615385,5.333333,8.956522,9.058824,12.02632,12.28302,15.24528,17.08475,18.84375,19.98485,21.34211,24.48148,25.88506,28.62921,29.85556,30.14286,32.0367,33.04504,35.15929,37.19492,40.08871,37.60294,40.19014,41.90968,41.81013,42.62577,46.76786,50.49412,52.30814,54.44505,54.5163,57.07447,58.92893,63.01005,64.66505,66.12963,66.95089,69.72609,71.65086,72.88608,75.06224,76.52032,77.62055,80.39616,83.01141,83.04029,85.66309,89.74733,91.39929,93.95608,93.86319,96.9644,100.3567,101.4403,103.7222,106.7758,108.5325,112.2597,114.7522,114.298,116.0225,118.9358,123.1457,127.0056,129.1417,133.3178,136.7405,137.6587,136.3954,140.0799,144.3013,144.8405,146.1111,150.5464,153.8604,153.2078,157.5707,158.0667,159.082,159.7229,163.4335,167.4644,169.2306,171.7578,175.567,176.7919,177.5768,180.5295,182.3886,182.1145,182.5,184.2208,182.5295,185.8798,187.1486
roundabout,10,46,46,46,46,0,5.4,6.366667,8.868421,10.72093,13.57143,14.80645,19,20.35616,22.3,23.84536,24.95146,28.23423,29.80992,32.62205,35.47445,36.2937,38.34932,40.60927,43.62025,44.64815,47.38824,49.38764,51.18182,53.45502,54.61538,57.65,57.83732,59.40359,60.75111,63.34348,65.5084,68.23673,68.56078,70.17323,74.42913,79.25,79.90981,82.01901,85.25564,87.66177,90.47584,92.63538,93.85915,97.83972,100.2491,102.8805,104.3725,105.8158,108.1266,109.2981,111.9561,112.1411,113.8373,115.3142,117.0767,117.5358,119.1898,119.5781,121.7778,124.1072,125.0522,126.9641,126.067,129.1471,131.3762,134.0823,134.7518,136.4349,136.7973,139.8742,144.4786,147.1375,148.4048,153.3769,155.4255,159.1776,159.6494,162.5317,164.132,169.9182,171.2083,174.502,177.0564,179.2739,182.5573,186.4202,186.8683,188.7949,189.5773,193.7071,195.6555,197.6239,199.9536,201.9218,204.3159
roundabout,11,50,50,50,50,0,4.947369,7.258065,9.820513,12.07843,14.80303,16.30137,18.5122,21.23404,24.13979,25.31731,27.43636,29.36752,32.09917,33.74453,37.19149,38.27778,40.75,44.29678,44.53374,46.99415,46.53073,48.29787,50.90526,52.8731,54.29048,57.83962,59.78027,60.40343,61.18853,62.66008,65.84314,69.03053,72.31203,73.92701,75.47018,79.41781,81.78947,84.56869,87.46894,90.00302,92.03582,94.93586,95.6474,98.94334,101.6096,103.157,106.3252,109.6817,111.0807,114.2776,116.3232,119.0683,121.7012,124.6024,126.9439,129.4434,131.3364,135.6464,135.5957,136.9342,140.8931,143.9896,149.1077,152.002,151.834,154.9132,160.3609,163.9922,166.1357,167.1434,170.1805,173.5517,176.859,176.769,178.4982,179.3652,179.8906,182.9778,185.1335,187.7475,191.3804,194.257,197.7671,199.9148,202.1987,205.6219,207.5703,210.2546,211.3228,211.4815,215.1559,218.0815,220.3929,222.5805,224.3877
roundabout,12,54,54,54,54,0,4.666667,8.044444,11.33929,14.67123,18.22892,19.94565,21.01905,22.98165,27.58182,30.88136,33.25397,35.47015,36.88194,38.0303,40.1236,42.14674,43.83582,46.16827,49.0787,50.86463,53.70638,56.248,59.32422,61.30769,63.71323,65.73684,68.24232,71.47959,75.51678,77.6645,79.53797,82.90031,85.23795,88.43275,89.71149,92.36813,95.08556,96.32902,99.57107,100.8543,103.6223,106.7718,108.9955,113.2004,117.1062,118.2532,120.9622,124.2992,125.7275,129.0547,132.3295,134.2736,136.353,141.8631,145.5823,148.3447,150.8817,153.9796,155.0744,157.7129,161.1337,164.561,169.2759,172.5743,174.4682,178.4185,181.9203,186.2697,190.1595,194.0071,195.6969,198.315,199.446,200.8696,205.801,208.9558,210.321,212.7261,216.0125,221.0509,223.2736,225.5579,226.9365,229.7417,233.9906,235.621,239.5422,242.3118,245.0729,247.5477,252.3688,255.4735,258.0053,261.0307,264.4614
roundabout,13,58,58,58,58,0,4.391304,7.842105,10.70213,12.60345,13.86957,16.7375,18.63636,20.76699,24.5,25.95238,29.12593,31.43151,33.30247,36.21177,39.89674,42.47423,43.63942,46.89091,49.52193,51.94118,54.88048,56.31559,57.34035,61.41216,63.5915,66.71246,70.31307,72.52493,75.13068,79.29121,81.74005,85.5445,89.12152,91.08759,93.38389,96.89931,100.4507,103.3698,108.5837,111.3319,113.9713,117.3859,118.5922,122.4415,125.1915,128.5722,132.3047,135.8134,138.4049,142.1595,143.8331,147.2241,151.0309,155.2648,158.7987,161.0418,164.3055,167.1213,170.3091,173.6476,175.9537,180.2936,183.6161,187.5155,190.3695,191.7861,194.929,197.5279,200.6989,206.1253,209.1202,212.4612,215.2542,218.7983,223.3957,226.1389,230.0921,233.369,235.3278,236.9294,241.0403,244.4843,246.8635,251.0116,254.1639,256.9034,258.9104,260.9739,264.8581,269.2004,270.4379,274.9049,276.4498,278.2114,280.9449
traffic-lights,1,10,10,10,10,0,5.4,9.428572,14.66667,19.6,23.21428,16.25,11.9,17,23.81818,24.375,12.27273,18.75,26.38461,34.53846,39.26667,11.4,13,19,21.8,20.41176,10.5,11.66667,18.1,24.45455,26.4,12.66667,16.9,21.54545,25.14286,23.72727,21.64706,14.35714,17.94118,21.76191,28.29167,24.66667,12.3,16.75,23.38461,24.26316,24.38461,17.88889,20.45455,28.33333,31.73333,25.22222,6.8,15.22222,17.91667,21.47059,22.16667,17.11111,28.5,29.18182,34.30769,15.75,9.9,17.09091,20.1875,25.73684,14.61539,12,14.1,20.6,24.38461,11.28571,10.9,14.86667,24.28572,27.94444,29.30769,17,12.53846,18.93333,22.09524,10.66667,17.33333,19.41176,25.21053,29.56522,31.73333,21.22222,33.25,33.36364,37.30769,14.6,15.66667,13,20.6,15,10.45455,20,19.375,25.27778,28.47826
traffic-lights,2,14,14,14,14,0,5.5,9.571428,12.16667,15.9375,22.94118,22.14286,19.53333,20.375,28.8125,35.88235,25.75,30.58824,15.69231,19.38889,23.13636,21.37931,23.22727,20.64706,29.88235,30.47826,27.57143,25.70833,15.31818,22,26.90476,26.13043,20.4375,13.14286,18.29412,22.13636,23.40741,16.66667,19.72222,25.90476,27.06897,29,26.66667,16.22222,20.21739,30.61905,27.82609,22.47059,17.0625,22.26316,25.20833,22.56667,17.88461,22.89474,23.6875,35.85714,28.6,22,14.58333,18.0625,20.30435,22.72,21.21428,21.69231,23.55556,28.33333,27.35,31.41667,13.3,15.86667,25.30769,17.93333,20.75,15.44444,18.15385,25.78572,23.72222,24.5,11.94118,24.75,30.07143,19.4,11.46667,14.83333,19.71428,29.1,31,19.5,12.5,20.75,23.76191,24.04348,20.88889,17.95833,25.66667,29.65517,33.35484,30.77273,28.27778,34.8125,34.54546
traffic-lights,3,18,18,18,18,0,7.333333,5.75,10.25,13.73684,17.68,17.07407,16.61539,25.27273,26.90909,29,29.24,23.94444,17.24,20.25,23.09375,25.55882,19.96875,24,25.90322,31,30.54545,33.08,22.58824,23.2,27.44,15.5,20.44444,23.83333,27.24138,32.09091,26.36364,22.46154,23.52381,27.35,30.84,30.57576,25.06452,31,23.88,30.92593,28.70968,23.03333,22.23809,24.94737,25.14286,22.2069,16.96,18.16,22.86667,27.36111,25.30769,23.5625,28.07143,29.32,26.29032,26,29.51515,34.30769,33.65217,30.7,22.68421,14.73077,16,23.60714,26.51429,26,25.36842,31.25,29.67742,30.44118,26.33333,26.69697,25.48485,24,33.46667,33.13334,25.37037,27.90476,25.5,26.39286,24.94286,23.12903,24.53846,23.16129,24.78125,23.75758,21.71428,23.94444,25.67742,34.62069,34.10345,26.88,24.34783,18.45833,19.59259
traffic-lights,4,22,22,22,22,0,3.416667,9.047619,13.95238,18.67857,24.06061,30.17647,20.375,22,24.72414,29.89655,27.09375,25.25926,14.75,21.20833,20.7037,23.8125,25.42308,25,23.28572,26.37037,23.71875,23.82759,22.2069,21.93103,26.34286,25.65789,24.05405,24.08824,22.03333,26.44118,27.63636,25.72414,27.46154,22.21428,26.48485,24.71795,25.14286,27.13793,23.53572,25.53125,22.20513,25.89744,29.57895,27.89744,28.94737,32.75,32.21429,38.79487,33.43333,26.2,26.8125,23.29032,19.2069,22.1,28.78125,29.17949,25.875,29.76471,22.94118,23.4375,28.03226,21.40741,19.08,22.76923,26.7931,29.45714,25.15152,33.13793,25.66667,25.03846,19.36667,15.58333,17.5641,21.23684,26.13889,26.40909,26.40476,30.33333,33.18919,24.90909,26.36364,21.70833,16.03448,22.2069,24.06667,22.53846,18.63889,26.16129,26,31.03333,25.97436,22.65789,27.87879,22.36111,25.10256
traffic-lights,5,26,26,26,26,0,5,6.894737,10.35714,16.27273,19.975,24.06,24.09615,28.82692,35.45454,32,28.31818,26.82051,23.58974,25.76191,30.225,29,28,33.35897,24.15385,21.66667,25.02174,28.89744,32.84211,27.55263,27.475,30.61364,25.97872,28.29268,25.51064,23.93878,29.57447,26.95745,33.35714,31.81395,28.59524,28.71739,23.88636,25.52174,27.27083,25.90909,26.83019,28.29412,32.17021,34.57895,24.25,25.45652,23.6,29.6,32.69231,31.3,28.97872,24.86,27.66,28.13043,25.06522,25.68,24.2,28,34.79245,29.38461,24.46342,26.97222,25.34286,26.07692,23.07317,22.32609,21.98,28.125,31.90909,35.09678,28.05714,23.67647,25.14706,23.45946,23.40625,24.46875,21.86207,21.94286,25.84615,23.52381,22.53192,22.2,25.38298,26.42593,27.61702,21.04255,21.85106,22.39216,27.16327,29.2766,26.46154,25.76471,27.875,28,24
traffic-lights,6,30,30,30,30,0,5.294117,10.09091,15.85185,19.57143,21.44118,23.64865,22.02632,26.75,24.46342,25.70213,24.87273,23.61403,25.78333,32.32258,33.03448,28.98182,27.45283,30.22,31.66667,29.9,25.67924,26.25,28.28572,31.67273,29.01887,29.67857,29.72222,32.4,34.53061,30.56604,27.23529,22.25,24.41379,28.70492,27.22388,28.51563,26.87879,29.04688,35.91935,35.07936,29.87302,28.18462,28.32258,34.27119,33.70909,29.88889,27.37931,30.28572,36.80392,31.22449,31.10345,30.42373,33.34426,39.77193,33.19298,29.22222,29.24528,33.08511,31.50943,28.42593,26.76,24.60784,29.22642,32.76923,27.05263,28.53125,29.85938,33.55,33.01818,29.17857,26.65079,24.26229,27.375,31.15385,28.71154,27.73684,27.72222,30.41509,34.62745,32.64706,26.85714,25.80952,29.26229,32.12121,30.23529,29.5303,29.62712,30.81538,34.83582,37.25862,31.39216,29.4,31.60417,34.07692,32.76364
traffic-lights,7,34,34,34,34,0,3,8.5,9.692307,15.59259,16.43182,18.82759,21.58333,26.45313,30.21918,30.67533,31.77143,29.01538,30.15385,33.37705,33.1017,25,28.95946,33.91892,42.13235,38.08571,35.89552,29.55072,31.32394,33.18421,34.73973,31.55385,29.16667,27.14754,27.30159,27.02857,28.37143,28.70423,30.93151,35.36,35.89743,35.21622,33.93507,36.67073,43.08861,41.15476,33.35526,33.47222,36.45454,37.50746,39.05634,33.66197,31.43836,32.80822,36.33333,34.89874,29.69333,27.84615,28.3125,32.72152,32.2,33.22222,31.87952,33.34832,38.5,37.81319,36.11111,33.81579,35.2973,37.56,36.25317,32.97368,30.3924,31.43243,37.21053,37.09091,34.0641,31.4359,32.64198,35.79268,34.5,30.63855,31.41463,33.85542,38.96552,39.01123,41.82353,36.02222,35.47675,40.93976,39.33721,35,35.77922,39.23944,45.10938,42.95385,43.0274,34.67606,31.24324,34.0303,30.34328
traffic-lights,8,38,38,38,38,0,4.142857,7.84,12.42857,15.33333,20.5,20.375,20,25.09678,28.98438,30.35484,32.71875,31.78788,31.38571,34.5493,31.48718,28.43421,28.93333,29.92593,35.84615,37.44872,34.5375,36.23171,35.89412,40.04938,36.63636,30.5,32.15278,33.08696,37.4058,35.40541,32.09877,32.44706,33.04396,36.23404,37.06522,32.10588,30.5955,32.60825,37.28571,36.41122,36.86666,37.27103,39.41509,41.8,40.74767,38.74038,40.01031,43.03125,42.03738,43.26168,43.63248,42.15574,42.55639,47.58015,47.82222,44.22388,44.33094,48.37956,51.22857,50.62759,51.10714,51.23404,55.43382,56.51471,57.36567,55.45802,55.4964,57.27536,57.2937,59.42446,56.8,56.27941,58.35036,62.5,65.05756,60.9058,56.33333,54.52592,56.8169,57.75862,57.53285,56.65693,59.73944,61.48299,61.09091,62.10458,62.40789,63.85034,66.04285,65.40411,63.7027,63.32468,64.19136,67.2303,69.25
traffic-lights,9,42,42,42,42,0,4.117647,9,12.68293,16.7451,20.33333,23.39726,22.68,23.42308,27.12941,29.36905,32.0122,32.68966,33.45454,33.9898,33.47475,30.92784,29.94059,32.49074,34.84821,36.97436,37.46429,36.97391,38.89916,42.95082,41.26667,40.24615,40.62879,42.52898,47.30435,49.82857,49.06618,47.52778,47.68874,47.88889,50.09938,48.15854,48.64912,50.68391,54.1768,54.71875,53.625,54.36458,57.05612,61.71795,65.22,64.3316,65.44724,65.50944,68.84507,70.36818,68.33031,69.10177,71.16883,73.48101,75.19583,73.14634,73.17742,72.68199,76.35094,77.26471,76.76046,79.94697,83.2397,85.67279,88.14695,86.95406,89,89.157,90.48344,91.50804,93.38436,94.60129,98.29688,103.094,106.5248,108.0344,107.1019,108.8065,112.2,112.1823,112.5172,113.9456,113.7631,119.7159,121.4432,123.9194,126.7766,129.1877,132.0318,134.0914,135.9013,139.6108,141.7373,144.8971,148.5789
traffic-lights,10,46,46,46,46,0,5.428571,7.961538,12.51613,15.60417,18.53846,21.08642,23.70238,26.15054,29.99,32.43689,32.25714,34.89908,35.97458,40.63559,39.92064,38.11017,38.71074,36.76336,40.75714,43.40559,42.54167,43.48,43.73585,46.33758,45.58084,45.40828,45.16574,46.93194,52.15263,54.64063,55.39583,56.73267,58.49537,62.79638,64.29437,63.69658,63.34553,63.53846,67.38023,71.16479,70.71043,70.10769,72.75836,77.33935,79.72983,81.8042,82.26871,85.69,88.48013,88.6129,90.82392,93.01295,96.94952,99.09846,101.1261,100.6795,101.9446,105.3343,109.233,111.2611,110.3333,109.9864,111.5856,115.688,117.3073,120.4767,121.8737,125.8614,126.3545,129.0507,129.9781,130.894,133.1918,136.3649,136.9057,139.5057,142.3544,145.6883,148.1806,150.5696,151.286,151.1903,154.309,158.593,161.5624,165.7789,163.8093,164.1782,167.2823,169.5863,169.7301,170.9693,173.597,178.3481,178.6831
traffic-lights,11,50,50,50,50,0,3.666667,7.914286,13.60526,15.98077,19.75,21.69512,24.89655,26,31.27928,32.48361,30.46342,32.89063,34.91912,37.64429,39.91139,39.3481,38.88757,39.53889,43.48936,46.50254,46.89394,48.97561,51.82692,54.14419,55.5625,56.90171,58.93801,62.332,64.5423,66.63004,65.93286,68.54295,69.88141,73.39375,76.68085,77.67771,79.02639,83.27507,87.14681,91.15028,92.80609,95.71271,98.7863,102.7711,104.0765,106.1785,109.3528,112.1866,115.2429,116.5189,117.8085,119.6066,121.4943,123.3747,127.2237,130.221,132.8853,136.6194,139.4304,141.8685,143.6591,144.6539,144.8774,145.9811,148.4982,149.4862,153.9,156.9946,158.3888,160.3789,162.77,166.5662,168.3259,171.5186,172.0166,174.1283,177.8715,181.1244,184.5345,188.0571,189.8418,192.705,195.3098,196.0227,198.9504,201.5907,203.7238,204.4949,207.9639,212.2611,213.0185,214.7649,217.7408,221.8179,223.1579
traffic-lights,12,54,54,54,54,0,4.041667,8.641026,13.60784,16.74286,20.73077,23.12222,24.62376,26.66072,28.58537,29.86667,30.67586,32.7871,35.91515,40.59649,42.73797,43.61376,42.925,44.98565,48.03153,50.99571,51.5865,53.95142,56.51738,58.8116,61.84342,61.55631,63.86333,66.93396,71.80685,73.39759,75.1506,77.16618,80.42898,84.93681,88.01075,90.14865,92.36508,94.56812,98.54636,101.8,102.3212,104.9381,108.8715,112.3434,116.8634,117.032,119.5654,122.095,127.6445,130.9704,132.3326,136,137.4091,140.3469,144.6414,146.4254,147.5965,148.1092,149.8305,153.713,155.5788,156.1418,156.5897,158.7237,161.5273,162.4271,166.2583,168.147,169.8986,173.0768,176.5701,179.5647,181.1133,184.3862,186.9794,187.3285,189.5164,191.148,195.5048,197.8156,202.4115,206.2213,208.3158,213.6865,216.4606,216.3719,218.2267,221.7554,225.5166,227.522,228.6788,230.9162,233.557,237.2208,240.608
traffic-lights,13,58,58,58,58,0,5.037037,9.794871,13.8983,19.15493,21.58333,23.1383,23.46903,25.92064,29.43885,30.79114,30.88824,33.06742,37.25389,39.6068,42.43182,44.10965,46.95398,51.2008,54.8417,57.59176,58.1295,60.13014,63.02614,67.43871,69.01529,69.72566,73.31035,76.06497,79.85319,82.33244,84.1565,86.73096,89.63524,93.0267,96.61151,97.69373,100.1061,103.0155,104.7137,107.2236,110.6523,113.6936,116.0392,120.9188,124.9008,127.6148,128.6213,130.2011,134.1062,138.0991,140.8986,143.574,148.0083,151.4894,155.1479,157.0433,160.4604,164.5362,167.1876,171.2064,173.0893,175.9804,180.8189,184.1625,186.1016,186.3171,189.3045,193.3431,196.6474,197.2132,199.816,201.754,203.9235,205.6839,208.3858,209.4598,213.7775,217.894,219.3731,222.2763,223.3993,226.5886,230.7811,231.7206,234.8029,236.5624,240.2588,245.0196,248.254,252.3383,254.9979,255.5126,260.0166,264.5642,265.666
